areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2021-10-25,39958,7732960,39460,7669054,498,63906
nation,England,E92000001,2021-10-24,30091,7693002,29747,7629594,344,63408
nation,England,E92000001,2021-10-23,29747,7662911,29419,7599847,328,63064
nation,England,E92000001,2021-10-22,34506,7633164,34087,7570428,419,62736
nation,England,E92000001,2021-10-21,38581,7598658,38113,7536341,468,62317
nation,England,E92000001,2021-10-20,43963,7560077,43482,7498228,481,61849
nation,England,E92000001,2021-10-19,44630,7516114,44105,7454746,525,61368
nation,England,E92000001,2021-10-18,49257,7471484,48654,7410641,603,60843
nation,England,E92000001,2021-10-17,37501,7422227,37120,7361987,381,60240
nation,England,E92000001,2021-10-16,31639,7384726,31301,7324867,338,59859
nation,England,E92000001,2021-10-15,36631,7353087,36254,7293566,377,59521
nation,England,E92000001,2021-10-14,39262,7316456,38780,7257312,482,59144
nation,England,E92000001,2021-10-13,40547,7277194,40096,7218532,451,58662
nation,England,E92000001,2021-10-12,40892,7236647,40396,7178436,496,58211
nation,England,E92000001,2021-10-11,43115,7195755,42656,7138040,459,57715
nation,England,E92000001,2021-10-10,31499,7152640,31160,7095384,339,57256
nation,England,E92000001,2021-10-09,27180,7121141,26865,7064224,315,56917
nation,England,E92000001,2021-10-08,29848,7093961,29495,7037359,353,56602
nation,England,E92000001,2021-10-07,32158,7064113,31790,7007864,368,56249
nation,England,E92000001,2021-10-06,32547,7031955,32176,6976074,371,55881
nation,England,E92000001,2021-10-05,32269,6999408,31875,6943898,394,55510
nation,England,E92000001,2021-10-04,36475,6967139,36086,6912023,389,55116
nation,England,E92000001,2021-10-03,27138,6930664,26848,6875937,290,54727
nation,England,E92000001,2021-10-02,21873,6903526,21655,6849089,218,54437
nation,England,E92000001,2021-10-01,24134,6881653,23857,6827434,277,54219
nation,England,E92000001,2021-09-30,26808,6857519,26503,6803577,305,53942
nation,England,E92000001,2021-09-29,28689,6830711,28378,6777074,311,53637
nation,England,E92000001,2021-09-28,29628,6802022,29266,6748696,362,53326
nation,England,E92000001,2021-09-27,34595,6772394,34164,6719430,431,52964
nation,England,E92000001,2021-09-26,26814,6737799,26477,6685266,337,52533
nation,England,E92000001,2021-09-25,23389,6710985,23118,6658789,271,52196
nation,England,E92000001,2021-09-24,25754,6687596,25426,6635671,328,51925
nation,England,E92000001,2021-09-23,28340,6661842,27939,6610245,401,51597
nation,England,E92000001,2021-09-22,28788,6633502,28434,6582306,354,51196
nation,England,E92000001,2021-09-21,30547,6604714,30181,6553872,366,50842
nation,England,E92000001,2021-09-20,32121,6574167,31714,6523691,407,50476
nation,England,E92000001,2021-09-19,24789,6542046,24479,6491977,310,50069
nation,England,E92000001,2021-09-18,20926,6517257,20672,6467498,254,49759
nation,England,E92000001,2021-09-17,22375,6496331,22113,6446826,262,49505
nation,England,E92000001,2021-09-16,22320,6473956,22041,6424713,279,49243
nation,England,E92000001,2021-09-15,22414,6451636,22148,6402672,266,48964
nation,England,E92000001,2021-09-14,22641,6429222,22344,6380524,297,48698
nation,England,E92000001,2021-09-13,25199,6406581,24869,6358180,330,48401
nation,England,E92000001,2021-09-12,17879,6381382,17643,6333311,236,48071
nation,England,E92000001,2021-09-11,16956,6363503,16740,6315668,216,47835
nation,England,E92000001,2021-09-10,21031,6346547,20736,6298928,295,47619
nation,England,E92000001,2021-09-09,24440,6325516,24122,6278192,318,47324
nation,England,E92000001,2021-09-08,25659,6301076,25270,6254070,389,47006
nation,England,E92000001,2021-09-07,27938,6275417,27585,6228800,353,46617
nation,England,E92000001,2021-09-06,33135,6247479,32685,6201215,450,46264
nation,England,E92000001,2021-09-05,23457,6214344,23160,6168530,297,45814
nation,England,E92000001,2021-09-04,23409,6190887,23140,6145370,269,45517
nation,England,E92000001,2021-09-03,28730,6167478,28368,6122230,362,45248
nation,England,E92000001,2021-09-02,30636,6138748,30229,6093862,407,44886
nation,England,E92000001,2021-09-01,31600,6108112,31217,6063633,383,44479
nation,England,E92000001,2021-08-31,33565,6076512,33122,6032416,443,44096
nation,England,E92000001,2021-08-30,24973,6042947,24648,5999294,325,43653
nation,England,E92000001,2021-08-29,19152,6017974,18909,5974646,243,43328
nation,England,E92000001,2021-08-28,20138,5998822,19903,5955737,235,43085
nation,England,E92000001,2021-08-27,24253,5978684,23954,5935834,299,42850
nation,England,E92000001,2021-08-26,26482,5954431,26116,5911880,366,42551
nation,England,E92000001,2021-08-25,27901,5927949,27545,5885764,356,42185
nation,England,E92000001,2021-08-24,28212,5900048,27836,5858219,376,41829
nation,England,E92000001,2021-08-23,30333,5871836,29948,5830383,385,41453
nation,England,E92000001,2021-08-22,22409,5841503,22157,5800435,252,41068
nation,England,E92000001,2021-08-21,22605,5819094,22343,5778278,262,40816
nation,England,E92000001,2021-08-20,25555,5796489,25235,5755935,320,40554
nation,England,E92000001,2021-08-19,29081,5770934,28678,5730700,403,40234
nation,England,E92000001,2021-08-18,31426,5741853,30979,5702022,447,39831
nation,England,E92000001,2021-08-17,31095,5710427,30626,5671043,469,39384
nation,England,E92000001,2021-08-16,30861,5679332,30424,5640417,437,38915
nation,England,E92000001,2021-08-15,21280,5648471,21019,5609993,261,38478
nation,England,E92000001,2021-08-14,21336,5627191,21103,5588974,233,38217
nation,England,E92000001,2021-08-13,24992,5605855,24671,5567871,321,37984
nation,England,E92000001,2021-08-12,27690,5580863,27304,5543200,386,37663
nation,England,E92000001,2021-08-11,29135,5553173,28779,5515896,356,37277
nation,England,E92000001,2021-08-10,27610,5524038,27216,5487117,394,36921
nation,England,E92000001,2021-08-09,28292,5496428,27877,5459901,415,36527
nation,England,E92000001,2021-08-08,20157,5468136,19900,5432024,257,36112
nation,England,E92000001,2021-08-07,19957,5447979,19678,5412124,279,35855
nation,England,E92000001,2021-08-06,24851,5428022,24500,5392446,351,35576
nation,England,E92000001,2021-08-05,28126,5403171,27758,5367946,368,35225
nation,England,E92000001,2021-08-04,28895,5375045,28499,5340188,396,34857
nation,England,E92000001,2021-08-03,27062,5346150,26697,5311689,365,34461
nation,England,E92000001,2021-08-02,26580,5319088,26197,5284992,383,34096
nation,England,E92000001,2021-08-01,18714,5292508,18472,5258795,242,33713
nation,England,E92000001,2021-07-31,18450,5273794,18173,5240323,277,33471
nation,England,E92000001,2021-07-30,22109,5255344,21788,5222150,321,33194
nation,England,E92000001,2021-07-29,25361,5233235,25012,5200362,349,32873
nation,England,E92000001,2021-07-28,26925,5207874,26568,5175350,357,32524
nation,England,E92000001,2021-07-27,26027,5180949,25651,5148782,376,32167
nation,England,E92000001,2021-07-26,26541,5154922,26174,5123131,367,31791
nation,England,E92000001,2021-07-25,19657,5128381,19406,5096957,251,31424
nation,England,E92000001,2021-07-24,20276,5108724,20013,5077551,263,31173
nation,England,E92000001,2021-07-23,24586,5088448,24280,5057538,306,30910
nation,England,E92000001,2021-07-22,27711,5063862,27382,5033258,329,30604
nation,England,E92000001,2021-07-21,31676,5036151,31292,5005876,384,30275
nation,England,E92000001,2021-07-20,35947,5004475,35417,4974584,530,29891
nation,England,E92000001,2021-07-19,43401,4968528,42819,4939167,582,29361
nation,England,E92000001,2021-07-18,33164,4925127,32766,4896348,398,28779
nation,England,E92000001,2021-07-17,35281,4891963,34904,4863582,377,28381
nation,England,E92000001,2021-07-16,51138,4856682,50518,4828678,620,28004
nation,England,E92000001,2021-07-15,57583,4805544,56823,4778160,760,27384
nation,England,E92000001,2021-07-14,50320,4747961,49653,4721337,667,26624
nation,England,E92000001,2021-07-13,43247,4697641,42657,4671684,590,25957
nation,England,E92000001,2021-07-12,40477,4654394,39957,4629027,520,25367
nation,England,E92000001,2021-07-11,27418,4613917,27133,4589070,285,24847
nation,England,E92000001,2021-07-10,25411,4586499,25117,4561937,294,24562
nation,England,E92000001,2021-07-09,29050,4561088,28693,4536820,357,24268
nation,England,E92000001,2021-07-08,29929,4532038,29538,4508127,391,23911
nation,England,E92000001,2021-07-07,34274,4502109,33813,4478589,461,23520
nation,England,E92000001,2021-07-06,31627,4467835,31200,4444776,427,23059
nation,England,E92000001,2021-07-05,30215,4436208,29763,4413576,452,22632
nation,England,E92000001,2021-07-04,21806,4405993,21525,4383813,281,22180
nation,England,E92000001,2021-07-03,20638,4384187,20364,4362288,274,21899
nation,England,E92000001,2021-07-02,22287,4363549,21955,4341924,332,21625
nation,England,E92000001,2021-07-01,24267,4341262,23840,4319969,427,21293
nation,England,E92000001,2021-06-30,23941,4316995,23593,4296129,348,20866
nation,England,E92000001,2021-06-29,23250,4293054,22881,4272536,369,20518
nation,England,E92000001,2021-06-28,23511,4269804,23077,4249655,434,20149
nation,England,E92000001,2021-06-27,15407,4246293,15150,4226578,257,19715
nation,England,E92000001,2021-06-26,13486,4230886,13273,4211428,213,19458
nation,England,E92000001,2021-06-25,14901,4217400,14626,4198155,275,19245
nation,England,E92000001,2021-06-24,15084,4202499,14815,4183529,269,18970
nation,England,E92000001,2021-06-23,14806,4187415,14524,4168714,282,18701
nation,England,E92000001,2021-06-22,13563,4172609,13315,4154190,248,18419
nation,England,E92000001,2021-06-21,12707,4159046,12486,4140875,221,18171
nation,England,E92000001,2021-06-20,8203,4146339,8065,4128389,138,17950
nation,England,E92000001,2021-06-19,7127,4138136,6990,4120324,137,17812
nation,England,E92000001,2021-06-18,8772,4131009,8565,4113334,207,17675
nation,England,E92000001,2021-06-17,9523,4122237,9293,4104769,230,17468
nation,England,E92000001,2021-06-16,9411,4112714,9240,4095476,171,17238
nation,England,E92000001,2021-06-15,9153,4103303,8935,4086236,218,17067
nation,England,E92000001,2021-06-14,8941,4094150,8766,4077301,175,16849
nation,England,E92000001,2021-06-13,6075,4085209,5957,4068535,118,16674
nation,England,E92000001,2021-06-12,5422,4079134,5310,4062578,112,16556
nation,England,E92000001,2021-06-11,6510,4073712,6375,4057268,135,16444
nation,England,E92000001,2021-06-10,6718,4067202,6583,4050893,135,16309
nation,England,E92000001,2021-06-09,6919,4060484,6794,4044310,125,16174
nation,England,E92000001,2021-06-08,6630,4053565,6476,4037516,154,16049
nation,England,E92000001,2021-06-07,6791,4046935,6649,4031040,142,15895
nation,England,E92000001,2021-06-06,4730,4040144,4641,4024391,89,15753
nation,England,E92000001,2021-06-05,3964,4035414,3909,4019750,55,15664
nation,England,E92000001,2021-06-04,4886,4031450,4798,4015841,88,15609
nation,England,E92000001,2021-06-03,5131,4026564,5019,4011043,112,15521
nation,England,E92000001,2021-06-02,5039,4021433,4952,4006024,87,15409
nation,England,E92000001,2021-06-01,4515,4016394,4391,4001072,124,15322
nation,England,E92000001,2021-05-31,3170,4011879,3089,3996681,81,15198
nation,England,E92000001,2021-05-30,2598,4008709,2551,3993592,47,15117
nation,England,E92000001,2021-05-29,2462,4006111,2420,3991041,42,15070
nation,England,E92000001,2021-05-28,2929,4003649,2853,3988621,76,15028
nation,England,E92000001,2021-05-27,3075,4000720,2989,3985768,86,14952
nation,England,E92000001,2021-05-26,3179,3997645,3099,3982779,80,14866
nation,England,E92000001,2021-05-25,2797,3994466,2712,3979680,85,14786
nation,England,E92000001,2021-05-24,2750,3991669,2659,3976968,91,14701
nation,England,E92000001,2021-05-23,1918,3988919,1863,3974309,55,14610
nation,England,E92000001,2021-05-22,1606,3987001,1554,3972446,52,14555
nation,England,E92000001,2021-05-21,1872,3985395,1822,3970892,50,14503
nation,England,E92000001,2021-05-20,2000,3983523,1934,3969070,66,14453
nation,England,E92000001,2021-05-19,2261,3981523,2194,3967136,67,14387
nation,England,E92000001,2021-05-18,2241,3979262,2165,3964942,76,14320
nation,England,E92000001,2021-05-17,2341,3977021,2264,3962777,77,14244
nation,England,E92000001,2021-05-16,1587,3974680,1542,3960513,45,14167
nation,England,E92000001,2021-05-15,1306,3973093,1271,3958971,35,14122
nation,England,E92000001,2021-05-14,1540,3971787,1482,3957700,58,14087
nation,England,E92000001,2021-05-13,1737,3970247,1679,3956218,58,14029
nation,England,E92000001,2021-05-12,1869,3968510,1798,3954539,71,13971
nation,England,E92000001,2021-05-11,1872,3966641,1806,3952741,66,13900
nation,England,E92000001,2021-05-10,2325,3964769,2260,3950935,65,13834
nation,England,E92000001,2021-05-09,1985,3962444,1915,3948675,70,13769
nation,England,E92000001,2021-05-08,1301,3960459,1260,3946760,41,13699
nation,England,E92000001,2021-05-07,1657,3959158,1599,3945500,58,13658
nation,England,E92000001,2021-05-06,1967,3957501,1884,3943901,83,13600
nation,England,E92000001,2021-05-05,2203,3955534,2109,3942017,94,13517
nation,England,E92000001,2021-05-04,2200,3953331,2121,3939908,79,13423
nation,England,E92000001,2021-05-03,1806,3951131,1752,3937787,54,13344
nation,England,E92000001,2021-05-02,1305,3949325,1257,3936035,48,13290
nation,England,E92000001,2021-05-01,1211,3948020,1168,3934778,43,13242
nation,England,E92000001,2021-04-30,1528,3946809,1456,3933610,72,13199
nation,England,E92000001,2021-04-29,1901,3945281,1819,3932154,82,13127
nation,England,E92000001,2021-04-28,2153,3943380,2080,3930335,73,13045
nation,England,E92000001,2021-04-27,1809,3941227,1750,3928255,59,12972
nation,England,E92000001,2021-04-26,2267,3939418,2163,3926505,104,12913
nation,England,E92000001,2021-04-25,1897,3937151,1831,3924342,66,12809
nation,England,E92000001,2021-04-24,1300,3935254,1256,3922511,44,12743
nation,England,E92000001,2021-04-23,1701,3933954,1626,3921255,75,12699
nation,England,E92000001,2021-04-22,2032,3932253,1944,3919629,88,12624
nation,England,E92000001,2021-04-21,2298,3930221,2215,3917685,83,12536
nation,England,E92000001,2021-04-20,2112,3927923,2005,3915470,107,12453
nation,England,E92000001,2021-04-19,2268,3925811,2182,3913465,86,12346
nation,England,E92000001,2021-04-18,2281,3923543,2214,3911283,67,12260
nation,England,E92000001,2021-04-17,1398,3921262,1361,3909069,37,12193
nation,England,E92000001,2021-04-16,1963,3919864,1902,3907708,61,12156
nation,England,E92000001,2021-04-15,1959,3917901,1885,3905806,74,12095
nation,England,E92000001,2021-04-14,2068,3915942,2009,3903921,59,12021
nation,England,E92000001,2021-04-13,2060,3913874,1981,3901912,79,11962
nation,England,E92000001,2021-04-12,2399,3911814,2317,3899931,82,11883
nation,England,E92000001,2021-04-11,2020,3909415,1983,3897614,37,11801
nation,England,E92000001,2021-04-10,2009,3907395,1972,3895631,37,11764
nation,England,E92000001,2021-04-09,2482,3905386,2420,3893659,62,11727
nation,England,E92000001,2021-04-08,2651,3902904,2573,3891239,78,11665
nation,England,E92000001,2021-04-07,2752,3900253,2688,3888666,64,11587
nation,England,E92000001,2021-04-06,2756,3897501,2681,3885978,75,11523
nation,England,E92000001,2021-04-05,2314,3894745,2269,3883297,45,11448
nation,England,E92000001,2021-04-04,2042,3892431,2005,3881028,37,11403
nation,England,E92000001,2021-04-03,2121,3890389,2095,3879023,26,11366
nation,England,E92000001,2021-04-02,2248,3888268,2212,3876928,36,11340
nation,England,E92000001,2021-04-01,3067,3886020,3015,3874716,52,11304
nation,England,E92000001,2021-03-31,3340,3882953,3284,3871701,56,11252
nation,England,E92000001,2021-03-30,3135,3879613,3079,3868417,56,11196
nation,England,E92000001,2021-03-29,3422,3876478,3363,3865338,59,11140
nation,England,E92000001,2021-03-28,4477,3873056,4416,3861975,61,11081
nation,England,E92000001,2021-03-27,3136,3868579,3097,3857559,39,11020
nation,England,E92000001,2021-03-26,3803,3865443,3756,3854462,47,10981
nation,England,E92000001,2021-03-25,4674,3861640,4609,3850706,65,10934
nation,England,E92000001,2021-03-24,5321,3856966,5252,3846097,69,10869
nation,England,E92000001,2021-03-23,4566,3851645,4505,3840845,61,10800
nation,England,E92000001,2021-03-22,5400,3847079,5342,3836340,58,10739
nation,England,E92000001,2021-03-21,4679,3841679,4630,3830998,49,10681
nation,England,E92000001,2021-03-20,3514,3837000,3485,3826368,29,10632
nation,England,E92000001,2021-03-19,4333,3833486,4278,3822883,55,10603
nation,England,E92000001,2021-03-18,4689,3829153,4658,3818605,31,10548
nation,England,E92000001,2021-03-17,5048,3824464,5001,3813947,47,10517
nation,England,E92000001,2021-03-16,4933,3819416,4889,3808946,44,10470
nation,England,E92000001,2021-03-15,5643,3814483,5589,3804057,54,10426
nation,England,E92000001,2021-03-14,3707,3808840,3676,3798468,31,10372
nation,England,E92000001,2021-03-13,3592,3805133,3564,3794792,28,10341
nation,England,E92000001,2021-03-12,4767,3801541,4730,3791228,37,10313
nation,England,E92000001,2021-03-11,4848,3796774,4809,3786498,39,10276
nation,England,E92000001,2021-03-10,5222,3791926,5164,3781689,58,10237
nation,England,E92000001,2021-03-09,5488,3786704,5409,3776525,79,10179
nation,England,E92000001,2021-03-08,5818,3781216,5734,3771116,84,10100
nation,England,E92000001,2021-03-07,3677,3775398,3648,3765382,29,10016
nation,England,E92000001,2021-03-06,3832,3771721,3809,3761734,23,9987
nation,England,E92000001,2021-03-05,4728,3767889,4678,3757925,50,9964
nation,England,E92000001,2021-03-04,5011,3763161,4956,3753247,55,9914
nation,England,E92000001,2021-03-03,5305,3758150,5252,3748291,53,9859
nation,England,E92000001,2021-03-02,5950,3752845,5855,3743039,95,9806
nation,England,E92000001,2021-03-01,6215,3746895,6088,3737184,127,9711
nation,England,E92000001,2021-02-28,4112,3740680,4080,3731096,32,9584
nation,England,E92000001,2021-02-27,4254,3736568,4230,3727016,24,9552
nation,England,E92000001,2021-02-26,5883,3732314,5831,3722786,52,9528
nation,England,E92000001,2021-02-25,6934,3726431,6831,3716955,103,9476
nation,England,E92000001,2021-02-24,7621,3719497,7526,3710124,95,9373
nation,England,E92000001,2021-02-23,8536,3711876,8424,3702598,112,9278
nation,England,E92000001,2021-02-22,10279,3703340,10120,3694174,159,9166
nation,England,E92000001,2021-02-21,7033,3693061,6987,3684054,46,9007
nation,England,E92000001,2021-02-20,7161,3686028,7113,3677067,48,8961
nation,England,E92000001,2021-02-19,9246,3678867,9139,3669954,107,8913
nation,England,E92000001,2021-02-18,10303,3669621,10206,3660815,97,8806
nation,England,E92000001,2021-02-17,10419,3659318,10316,3650609,103,8709
nation,England,E92000001,2021-02-16,11268,3648899,11169,3640293,99,8606
nation,England,E92000001,2021-02-15,12953,3637631,12804,3629124,149,8507
nation,England,E92000001,2021-02-14,7781,3624678,7744,3616320,37,8358
nation,England,E92000001,2021-02-13,8025,3616897,7985,3608576,40,8321
nation,England,E92000001,2021-02-12,10986,3608872,10894,3600591,92,8281
nation,England,E92000001,2021-02-11,11637,3597886,11567,3589697,70,8189
nation,England,E92000001,2021-02-10,12272,3586249,12173,3578130,99,8119
nation,England,E92000001,2021-02-09,12696,3573977,12591,3565957,105,8020
nation,England,E92000001,2021-02-08,14370,3561281,14268,3553366,102,7915
nation,England,E92000001,2021-02-07,10457,3546911,10420,3539098,37,7813
nation,England,E92000001,2021-02-06,10951,3536454,10910,3528678,41,7776
nation,England,E92000001,2021-02-05,14461,3525503,14373,3517768,88,7735
nation,England,E92000001,2021-02-04,16717,3511042,16629,3503395,88,7647
nation,England,E92000001,2021-02-03,17948,3494325,17851,3486766,97,7559
nation,England,E92000001,2021-02-02,18193,3476377,18099,3468915,94,7462
nation,England,E92000001,2021-02-01,20765,3458184,20672,3450816,93,7368
nation,England,E92000001,2021-01-31,14138,3437419,14089,3430144,49,7275
nation,England,E92000001,2021-01-30,15524,3423281,15463,3416055,61,7226
nation,England,E92000001,2021-01-29,20363,3407757,20277,3400592,86,7165
nation,England,E92000001,2021-01-28,22523,3387394,22428,3380315,95,7079
nation,England,E92000001,2021-01-27,23899,3364871,23806,3357887,93,6984
nation,England,E92000001,2021-01-26,25210,3340972,25086,3334081,124,6891
nation,England,E92000001,2021-01-25,27972,3315762,27851,3308995,121,6767
nation,England,E92000001,2021-01-24,15883,3287790,15850,3281144,33,6646
nation,England,E92000001,2021-01-23,20425,3271907,20364,3265294,61,6613
nation,England,E92000001,2021-01-22,27741,3251482,27643,3244930,98,6552
nation,England,E92000001,2021-01-21,29633,3223741,29518,3217287,115,6454
nation,England,E92000001,2021-01-20,32679,3194108,32547,3187769,132,6339
nation,England,E92000001,2021-01-19,37055,3161429,36893,3155222,162,6207
nation,England,E92000001,2021-01-18,41935,3124374,41758,3118329,177,6045
nation,England,E92000001,2021-01-17,26976,3082439,26904,3076571,72,5868
nation,England,E92000001,2021-01-16,28413,3055463,28335,3049667,78,5796
nation,England,E92000001,2021-01-15,37879,3027050,37760,3021332,119,5718
nation,England,E92000001,2021-01-14,39658,2989171,39526,2983572,132,5599
nation,England,E92000001,2021-01-13,42303,2949513,42198,2944046,105,5467
nation,England,E92000001,2021-01-12,45968,2907210,45798,2901848,170,5362
nation,England,E92000001,2021-01-11,53519,2861242,53344,2856050,175,5192
nation,England,E92000001,2021-01-10,33749,2807723,33692,2802706,57,5017
nation,England,E92000001,2021-01-09,36419,2773974,36348,2769014,71,4960
nation,England,E92000001,2021-01-08,43494,2737555,43381,2732666,113,4889
nation,England,E92000001,2021-01-07,48132,2694061,48018,2689285,114,4776
nation,England,E92000001,2021-01-06,52752,2645929,52622,2641267,130,4662
nation,England,E92000001,2021-01-05,59600,2593177,59427,2588645,173,4532
nation,England,E92000001,2021-01-04,70920,2533577,70761,2529218,159,4359
nation,England,E92000001,2021-01-03,50664,2462657,50599,2458457,65,4200
nation,England,E92000001,2021-01-02,55428,2411993,55345,2407858,83,4135
nation,England,E92000001,2021-01-01,28879,2356565,28836,2352513,43,4052
nation,England,E92000001,2020-12-31,47824,2327686,47760,2323677,64,4009
nation,England,E92000001,2020-12-30,64243,2279862,64131,2275917,112,3945
nation,England,E92000001,2020-12-29,74058,2215619,73926,2211786,132,3833
nation,England,E92000001,2020-12-28,40845,2141561,40798,2137860,47,3701
nation,England,E92000001,2020-12-27,43250,2100716,43200,2097062,50,3654
nation,England,E92000001,2020-12-26,37462,2057466,37421,2053862,41,3604
nation,England,E92000001,2020-12-25,12926,2020004,12906,2016441,20,3563
nation,England,E92000001,2020-12-24,29287,2007078,29244,2003535,43,3543
nation,England,E92000001,2020-12-23,38383,1977791,38327,1974291,56,3500
nation,England,E92000001,2020-12-22,41741,1939408,41658,1935964,83,3444
nation,England,E92000001,2020-12-21,43446,1897667,43383,1894306,63,3361
nation,England,E92000001,2020-12-20,29556,1854221,29523,1850923,33,3298
nation,England,E92000001,2020-12-19,22195,1824665,22167,1821400,28,3265
nation,England,E92000001,2020-12-18,32426,1802470,32380,1799233,46,3237
nation,England,E92000001,2020-12-17,30159,1770044,30115,1766853,44,3191
nation,England,E92000001,2020-12-16,30650,1739885,30612,1736738,38,3147
nation,England,E92000001,2020-12-15,29652,1709235,29609,1706126,43,3109
nation,England,E92000001,2020-12-14,30019,1679583,29975,1676517,44,3066
nation,England,E92000001,2020-12-13,18409,1649564,18391,1646542,18,3022
nation,England,E92000001,2020-12-12,16268,1631155,16241,1628151,27,3004
nation,England,E92000001,2020-12-11,20177,1614887,20142,1611910,35,2977
nation,England,E92000001,2020-12-10,18850,1594710,18819,1591768,31,2942
nation,England,E92000001,2020-12-09,17744,1575860,17708,1572949,36,2911
nation,England,E92000001,2020-12-08,16937,1558116,16902,1555241,35,2875
nation,England,E92000001,2020-12-07,17662,1541179,17626,1538339,36,2840
nation,England,E92000001,2020-12-06,11036,1523517,11022,1520713,14,2804
nation,England,E92000001,2020-12-05,10302,1512481,10295,1509691,7,2790
nation,England,E92000001,2020-12-04,13065,1502179,13045,1499396,20,2783
nation,England,E92000001,2020-12-03,12762,1489114,12734,1486351,28,2763
nation,England,E92000001,2020-12-02,13662,1476352,13636,1473617,26,2735
nation,England,E92000001,2020-12-01,13731,1462690,13700,1459981,31,2709
nation,England,E92000001,2020-11-30,15228,1448959,15203,1446281,25,2678
nation,England,E92000001,2020-11-29,9068,1433731,9056,1431078,12,2653
nation,England,E92000001,2020-11-28,9347,1424663,9332,1422022,15,2641
nation,England,E92000001,2020-11-27,12459,1415316,12436,1412690,23,2626
nation,England,E92000001,2020-11-26,12459,1402857,12441,1400254,18,2603
nation,England,E92000001,2020-11-25,14155,1390398,14130,1387813,25,2585
nation,England,E92000001,2020-11-24,14266,1376243,14240,1373683,26,2560
nation,England,E92000001,2020-11-23,16472,1361977,16449,1359443,23,2534
nation,England,E92000001,2020-11-22,10216,1345505,10206,1342994,10,2511
nation,England,E92000001,2020-11-21,10806,1335289,10794,1332788,12,2501
nation,England,E92000001,2020-11-20,14960,1324483,14936,1321994,24,2489
nation,England,E92000001,2020-11-19,15797,1309523,15775,1307058,22,2465
nation,England,E92000001,2020-11-18,18545,1293726,18512,1291283,33,2443
nation,England,E92000001,2020-11-17,20677,1275181,20655,1272771,22,2410
nation,England,E92000001,2020-11-16,24136,1254504,24108,1252116,28,2388
nation,England,E92000001,2020-11-15,14422,1230368,14409,1228008,13,2360
nation,England,E92000001,2020-11-14,16290,1215946,16278,1213599,12,2347
nation,England,E92000001,2020-11-13,22008,1199656,21982,1197321,26,2335
nation,England,E92000001,2020-11-12,22320,1177648,22289,1175339,31,2309
nation,England,E92000001,2020-11-11,25065,1155328,25036,1153050,29,2278
nation,England,E92000001,2020-11-10,24836,1130263,24803,1128014,33,2249
nation,England,E92000001,2020-11-09,28560,1105427,28518,1103211,42,2216
nation,England,E92000001,2020-11-08,18272,1076867,18254,1074693,18,2174
nation,England,E92000001,2020-11-07,16888,1058595,16877,1056439,11,2156
nation,England,E92000001,2020-11-06,21179,1041707,21145,1039562,34,2145
nation,England,E92000001,2020-11-05,21206,1020528,21168,1018417,38,2111
nation,England,E92000001,2020-11-04,21053,999322,21021,997249,32,2073
nation,England,E92000001,2020-11-03,22690,978269,22649,976228,41,2041
nation,England,E92000001,2020-11-02,28394,955579,28356,953579,38,2000
nation,England,E92000001,2020-11-01,13611,927185,13591,925223,20,1962
nation,England,E92000001,2020-10-31,14565,913574,14549,911632,16,1942
nation,England,E92000001,2020-10-30,19899,899009,19871,897083,28,1926
nation,England,E92000001,2020-10-29,20257,879110,20227,877212,30,1898
nation,England,E92000001,2020-10-28,20547,858853,20523,856985,24,1868
nation,England,E92000001,2020-10-27,20762,838306,20741,836462,21,1844
nation,England,E92000001,2020-10-26,23033,817544,23008,815721,25,1823
nation,England,E92000001,2020-10-25,13353,794511,13344,792713,9,1798
nation,England,E92000001,2020-10-24,13713,781158,13696,779369,17,1789
nation,England,E92000001,2020-10-23,18359,767445,18329,765673,30,1772
nation,England,E92000001,2020-10-22,19866,749086,19849,747344,17,1742
nation,England,E92000001,2020-10-21,21762,729220,21735,727495,27,1725
nation,England,E92000001,2020-10-20,21638,707458,21590,705760,48,1698
nation,England,E92000001,2020-10-19,22369,685820,22342,684170,27,1650
nation,England,E92000001,2020-10-18,11982,663451,11966,661828,16,1623
nation,England,E92000001,2020-10-17,12487,651469,12472,649862,15,1607
nation,England,E92000001,2020-10-16,14761,638982,14730,637390,31,1592
nation,England,E92000001,2020-10-15,15428,624221,15393,622660,35,1561
nation,England,E92000001,2020-10-14,16646,608793,16626,607267,20,1526
nation,England,E92000001,2020-10-13,15660,592147,15625,590641,35,1506
nation,England,E92000001,2020-10-12,16420,576487,16395,575016,25,1471
nation,England,E92000001,2020-10-11,9781,560067,9772,558621,9,1446
nation,England,E92000001,2020-10-10,10301,550286,10287,548849,14,1437
nation,England,E92000001,2020-10-09,13159,539985,13131,538562,28,1423
nation,England,E92000001,2020-10-08,15452,526826,15434,525431,18,1395
nation,England,E92000001,2020-10-07,15418,511374,15387,509997,31,1377
nation,England,E92000001,2020-10-06,14458,495956,14430,494610,28,1346
nation,England,E92000001,2020-10-05,14218,481498,14184,480180,34,1318
nation,England,E92000001,2020-10-04,9966,467280,9957,465996,9,1284
